carat,cut,color,clarity,price,size
0.39,Good,D,VVS2,1255,62.0
0.61,Ideal,E,I1,1255,99.72
0.61,Premium,G,SI1,1255,97.24
0.7,Good,H,I1,1255,114.78
0.55,Ideal,F,SI2,1256,91.18
0.46,Very Good,E,VS1,1257,75.19
0.59,Very Good,I,SI1,1257,97.1
0.59,Very Good,J,VS2,1257,98.13
0.33,Ideal,D,VVS1,1257,55.65
0.64,Ideal,I,SI2,1257,105.79
0.4,Ideal,G,IF,1257,66.58
0.4,Ideal,G,IF,1257,65.38
0.38,Premium,F,VVS1,1257,61.09
0.38,Ideal,F,VVS1,1257,63.65
0.38,Premium,D,VVS2,1257,61.79
0.38,Ideal,D,VVS2,1257,61.84
0.38,Ideal,F,VVS1,1257,62.97
0.38,Premium,F,VVS1,1257,61.71
0.38,Premium,F,VVS1,1257,64.66
0.38,Ideal,D,VVS2,1257,61.84
0.38,Premium,D,VVS2,1257,62.91
0.5,Very Good,D,SI1,1257,82.77
0.38,Ideal,D,VVS2,1257,62.85
0.5,Fair,G,VS1,1257,78.18
0.5,Fair,G,VS1,1257,82.24
0.5,Good,D,SI1,1257,78.7
0.57,Premium,F,SI1,1257,93.94
0.46,Very Good,F,VS2,1258,78.14
0.56,Good,D,SI2,1258,91.51
0.57,Ideal,I,VS2,1258,95.63
0.59,Ideal,G,SI2,1258,98.02
0.54,Ideal,I,VS2,1259,89.98
0.54,Ideal,I,VS2,1259,90.39
0.5,Ideal,E,SI1,1259,80.33
0.41,Ideal,G,IF,1259,68.74
0.41,Ideal,G,IF,1259,68.34
0.41,Ideal,G,IF,1259,67.95
0.41,Ideal,G,IF,1259,68.06
0.41,Ideal,G,IF,1259,68.2
0.5,Good,G,VS2,1259,79.12
0.5,Good,E,SI1,1259,80.3
0.56,Very Good,E,SI2,1259,90.64
0.51,Good,G,SI1,1259,83.78
0.55,Very Good,F,SI1,1260,90.78
0.44,Ideal,F,VVS1,1260,71.44
0.54,Ideal,I,VS2,1260,88.62
0.54,Ideal,F,SI1,1260,89.19
0.55,Ideal,J,VS2,1260,92.66
0.59,Very Good,J,VS2,1261,95.85
0.52,Very Good,F,SI1,1261,86.05
0.52,Very Good,F,SI1,1261,87.19
0.51,Very Good,G,SI1,1261,84.67
0.51,Very Good,G,SI1,1261,83.1
0.51,Very Good,G,SI1,1261,85.34
0.4,Very Good,F,IF,1261,64.89
0.43,Ideal,F,VVS1,1261,71.36
0.4,Ideal,F,IF,1261,67.12
0.47,Ideal,E,VS2,1261,76.85
0.49,Premium,F,VS2,1261,82.53
0.42,Very Good,E,VVS2,1262,69.73
0.6,Very Good,J,VS2,1262,99.16
0.5,Very Good,H,VS2,1262,80.84
0.58,Very Good,H,SI1,1262,94.96
0.52,Very Good,I,VS1,1262,85.16
0.57,Good,D,SI2,1262,92.33
1.03,Fair,E,I1,1262,141.33
0.48,Good,G,VS1,1262,78.92
0.45,Good,F,VS1,1262,73.86
0.53,Ideal,E,SI2,1262,85.77
0.46,Very Good,D,VS2,1262,74.58
0.5,Premium,E,SI2,1262,79.27
0.4,Ideal,F,VVS1,1263,66.36
0.4,Ideal,F,VVS1,1263,65.47
0.4,Premium,F,VVS1,1263,65.21
0.4,Premium,D,VVS2,1263,65.39
0.4,Ideal,F,VVS1,1263,65.52
0.4,Ideal,F,VVS1,1263,66.3
0.45,Very Good,G,VVS1,1263,73.31
0.4,Very Good,D,VVS2,1263,67.07
0.4,Ideal,D,VVS2,1263,66.33
0.4,Premium,F,VVS1,1263,66.07
0.4,Premium,D,VVS2,1263,65.48
0.4,Very Good,F,VVS1,1263,64.28
0.4,Ideal,D,VVS2,1263,65.41
0.4,Premium,D,VVS2,1263,66.63
0.45,Premium,G,VVS1,1263,73.75
0.4,Ideal,F,VVS1,1263,66.26
0.29,Very Good,D,VS1,504,47.59
0.28,Very Good,H,VVS1,504,46.17
0.28,Premium,G,VVS2,504,46.24
0.28,Very Good,H,VVS1,504,45.4
0.35,Premium,H,SI1,504,57.03
0.35,Very Good,H,SI1,504,58.35
0.35,Good,H,SI1,504,57.38
0.29,Ideal,D,VS1,504,47.21
0.35,Good,H,SI1,504,58.43
0.23,Very Good,F,VVS2,505,38.84
0.23,Very Good,F,VVS2,505,36.95
0.23,Very Good,F,VVS2,505,38.11
0.23,Very Good,F,VVS2,505,38.05
0.23,Very Good,E,VVS2,505,37.82
0.23,Very Good,E,VVS2,505,37.63
0.23,Very Good,E,VVS2,505,38.44
0.23,Very Good,E,VVS2,505,38.75
0.23,Very Good,E,VVS2,505,37.97
0.23,Very Good,E,VVS2,505,36.82
0.23,Very Good,E,VVS2,505,39.1
0.23,Very Good,E,VVS2,505,37.14
0.23,Very Good,E,VVS2,505,37.13
0.23,Very Good,E,VVS2,505,38.26
0.23,Very Good,E,VVS2,505,37.4
0.23,Very Good,E,VVS2,505,37.9
0.23,Very Good,E,VVS2,505,37.95
0.23,Very Good,E,VVS2,505,37.95
0.23,Very Good,E,VVS2,505,38.15
0.23,Very Good,E,VVS2,505,37.41
0.23,Very Good,E,VVS2,505,38.01
0.4,Ideal,D,VVS2,1263,66.3
0.4,Premium,F,VVS1,1263,64.53
0.4,Ideal,D,VVS2,1263,65.78
0.54,Good,D,SI1,1263,88.54
0.53,Ideal,I,VS1,1263,88.08
0.55,Premium,F,SI2,1263,90.0
0.55,Good,H,SI1,1263,89.67
0.55,Ideal,F,SI2,1263,89.79
0.55,Ideal,F,SI2,1263,89.96
0.55,Ideal,F,SI2,1263,89.09
0.51,Ideal,D,SI2,1264,83.26
0.51,Ideal,D,SI2,1264,84.64
0.51,Very Good,D,SI2,1264,83.82
0.51,Ideal,D,SI2,1264,84.09
0.51,Ideal,D,SI2,1264,84.46
0.51,Premium,D,SI2,1264,82.19
0.43,Ideal,G,VVS1,1264,70.78
0.43,Premium,G,VVS1,1264,70.54
0.43,Premium,G,VVS1,1264,71.4
0.43,Ideal,G,VVS1,1264,71.59
0.43,Premium,G,VVS1,1264,68.89
0.43,Premium,G,VVS1,1264,69.03
0.43,Premium,G,VVS1,1264,68.95
0.43,Ideal,G,VVS1,1264,70.13
0.43,Premium,G,VVS1,1264,70.39
0.43,Ideal,G,VVS1,1264,70.62
0.43,Ideal,D,VS1,1264,70.48
0.43,Ideal,D,VS1,1264,71.09
0.43,Ideal,D,VS1,1264,71.33
0.43,Ideal,D,VS1,1264,70.66
0.59,Premium,H,SI1,1265,97.43
0.51,Very Good,F,SI1,1265,85.37
0.59,Very Good,F,SI2,1265,96.77
0.58,Very Good,E,SI2,1265,92.41
0.51,Very Good,E,SI2,1265,83.58
0.59,Premium,H,SI1,1265,93.18
0.59,Ideal,F,SI2,1265,98.59
0.51,Ideal,E,SI2,1265,83.39
0.51,Premium,E,SI2,1265,82.09
0.59,Premium,H,SI1,1265,96.56
0.51,Premium,E,SI2,1265,81.77
0.58,Very Good,J,VS2,1266,94.17
0.51,Good,E,SI1,1266,83.71
0.35,Ideal,D,VVS1,1266,58.97
0.54,Ideal,I,VS2,1266,89.94
0.5,Ideal,I,VS1,1266,81.79
0.54,Ideal,E,SI2,1266,89.1
0.52,Ideal,G,SI1,1266,86.8
0.53,Premium,F,SI1,1266,86.23
0.57,Very Good,I,VS2,1267,94.49
0.46,Very Good,E,VS2,1267,79.48
0.52,Very Good,F,SI1,1267,84.31
0.52,Very Good,F,SI1,1267,85.46
0.52,Very Good,G,SI1,1267,86.16
0.52,Very Good,G,SI1,1267,87.76
0.53,Very Good,G,SI1,1267,86.93
0.38,Ideal,E,VVS1,1267,62.41
0.38,Ideal,E,VVS1,1267,62.84
0.38,Ideal,E,VVS1,1267,61.68
0.38,Premium,E,VVS1,1267,61.79
0.46,Good,E,VS2,1267,73.6
0.53,Good,F,SI1,1268,86.82
0.53,Ideal,F,SI1,1268,87.44
0.53,Good,G,SI1,1268,87.6
0.53,Good,F,SI1,1268,86.82
0.53,Premium,G,SI1,1268,85.49
0.53,Very Good,F,SI1,1268,86.7
0.51,Ideal,I,VS2,1268,83.82
0.54,Ideal,H,SI1,1268,88.81
0.53,Ideal,H,SI1,1268,88.03
0.53,Ideal,H,SI1,1268,89.49
0.53,Ideal,H,SI1,1268,88.75
0.48,Good,F,VS1,1268,77.87
0.51,Good,D,SI2,1268,83.61
0.51,Good,D,SI2,1268,83.28
0.51,Ideal,E,SI2,1268,82.04
0.51,Very Good,H,VS2,1268,80.55
0.55,Premium,E,SI2,1269,90.96
0.41,Ideal,H,VS1,1269,69.48
0.41,Ideal,G,IF,1269,67.97
0.42,Good,E,VVS2,1269,67.14
0.55,Premium,H,VS2,1270,88.88
0.57,Very Good,J,VS1,1270,91.75
0.55,Very Good,H,SI1,1270,91.99
0.38,Ideal,D,VVS1,1270,63.58
0.47,Ideal,D,VS2,1270,77.37
0.61,Ideal,F,SI2,1270,101.82
0.56,Ideal,H,SI1,1270,92.52
0.55,Ideal,H,SI1,1270,90.58
0.56,Ideal,H,SI1,1270,92.94
0.48,Premium,H,VS1,1270,77.01
0.51,Very Good,F,SI1,1271,83.78
0.55,Very Good,F,SI1,1271,88.89
0.62,Ideal,I,SI1,1271,102.48
0.39,Very Good,G,IF,1271,64.28
0.39,Premium,G,IF,1271,66.26
0.62,Premium,E,SI2,1271,102.08
0.5,Fair,G,VS1,1271,79.22
0.5,Ideal,D,SI1,1272,81.74
0.5,Premium,D,SI1,1272,82.45
0.5,Very Good,F,VS2,1272,81.67
0.55,Good,D,SI2,1272,90.09
0.55,Good,D,SI2,1272,90.36
0.55,Ideal,D,SI2,1272,88.92
0.6,Premium,F,SI2,1272,97.36
0.34,Ideal,D,VVS1,1272,56.72
0.34,Ideal,D,VVS1,1272,56.87
0.46,Very Good,F,VS2,1273,75.75
0.52,Very Good,F,SI2,1273,86.4
0.57,Very Good,G,SI1,1273,94.88
0.53,Ideal,G,SI1,1273,86.53
0.53,Premium,G,SI1,1273,87.25
0.53,Premium,G,SI1,1273,86.42
0.55,Ideal,E,SI2,1273,90.71
0.55,Premium,E,SI2,1273,88.01
0.42,Ideal,H,IF,1273,69.52
0.42,Ideal,H,IF,1273,68.43
0.42,Ideal,E,VVS2,1273,68.23
0.42,Ideal,E,VVS2,1273,67.91
0.42,Ideal,E,VVS2,1273,69.05
0.55,Ideal,E,SI2,1273,89.41
0.7,Fair,E,I1,1273,113.44
0.64,Premium,H,SI1,1274,105.37
0.45,Very Good,H,VVS1,1274,73.92
0.51,Ideal,I,VVS2,1274,84.83
0.44,Premium,E,VVS2,1274,73.61
0.44,Ideal,E,VVS2,1274,72.6
0.44,Ideal,E,VVS2,1274,72.9
0.44,Very Good,E,VVS2,1274,71.84
0.44,Ideal,E,VVS2,1274,72.77
0.51,Premium,F,SI1,1274,83.05
0.51,Ideal,F,SI1,1274,82.32
0.51,Good,F,SI1,1274,81.31
0.51,Good,F,SI1,1274,81.63
0.85,Fair,H,I1,1274,132.68
0.52,Very Good,E,SI1,1276,87.8
0.41,Ideal,G,IF,1276,67.21
0.58,Ideal,G,SI2,1276,96.81
0.65,Ideal,J,SI1,1276,107.88
0.34,Ideal,F,IF,1276,56.42
0.34,Ideal,F,IF,1276,56.62
0.34,Ideal,F,IF,1276,56.42
0.34,Ideal,F,IF,1276,55.77
0.51,Ideal,I,VS2,1277,82.94
0.54,Very Good,E,SI2,1278,87.71
0.4,Ideal,E,VVS1,1278,67.42
0.52,Very Good,E,SI1,1279,84.93
0.5,Good,E,SI1,1279,79.66
0.5,Very Good,E,SI1,1279,81.1
0.5,Fair,F,VS2,1279,82.55
0.5,Good,F,VS2,1279,80.07
0.4,Ideal,D,VVS1,1279,63.76
0.58,Ideal,I,VS2,1279,96.03
0.5,Ideal,H,VS2,1279,83.62
0.56,Ideal,F,SI2,1279,92.09
0.5,Premium,D,SI2,1279,83.03
0.41,Ideal,E,VVS1,1279,67.31
0.48,Ideal,F,VS2,1279,79.7
0.48,Premium,F,VS2,1279,76.19
0.58,Ideal,F,SI2,1279,97.57
0.53,Ideal,I,VS2,1279,86.6
0.53,Ideal,F,SI2,1279,89.47
0.5,Premium,D,SI1,1279,79.12
0.5,Premium,D,SI1,1279,82.47
0.5,Premium,D,SI2,1279,82.61
0.57,Good,F,SI2,1280,93.75
0.43,Ideal,G,IF,1280,69.14
0.56,Ideal,J,VS2,1280,92.13
0.5,Good,I,VVS2,1280,78.81
0.52,Premium,F,SI1,1280,84.24
0.55,Premium,G,SI2,1280,89.75
0.5,Fair,G,VS1,1280,80.77
0.52,Premium,G,SI1,1280,85.61
0.5,Very Good,E,SI1,1281,80.95
0.55,Ideal,I,VS2,1281,90.6
0.51,Ideal,G,SI1,1281,84.83
0.51,Premium,G,SI1,1281,84.36
0.52,Very Good,I,VS1,1282,85.33
0.5,Premium,F,SI1,1282,80.69
0.5,Ideal,F,SI1,1282,81.9
0.5,Ideal,F,SI1,1282,85.39
0.5,Ideal,I,VS1,1282,81.87
0.53,Good,E,SI1,1282,86.76
0.53,Good,H,VS1,1282,89.89
0.45,Premium,E,VS1,1282,72.38
0.59,Very Good,H,SI1,1283,97.0
0.53,Very Good,F,SI1,1284,89.32
0.51,Very Good,E,SI1,1284,82.15
0.51,Very Good,E,SI1,1284,84.47
0.51,Very Good,E,SI1,1284,82.9
0.38,Very Good,F,IF,1284,63.14
0.51,Ideal,G,SI1,1284,82.09
0.53,Ideal,G,SI1,1284,88.03
0.53,Ideal,F,SI1,1284,88.69
0.51,Ideal,E,SI1,1284,83.55
0.52,Premium,D,SI1,1284,84.44
0.5,Ideal,F,SI1,1286,83.02
0.41,Premium,D,VS1,1286,68.02
0.59,Very Good,E,SI2,1286,96.41
0.43,Very Good,G,IF,1286,70.16
0.53,Premium,I,VS1,1286,88.55
0.53,Very Good,I,VS1,1286,86.36
0.5,Ideal,F,SI1,1286,82.48
0.56,Premium,F,SI2,1286,91.65
0.51,Ideal,F,SI2,1286,84.4
0.59,Ideal,E,SI2,1286,97.32
0.5,Ideal,F,SI1,1286,83.87
0.43,Ideal,G,IF,1286,70.19
0.5,Good,G,SI1,1286,81.79
0.5,Premium,G,SI1,1286,80.08
0.5,Premium,G,SI1,1286,82.16
0.5,Premium,G,SI1,1286,82.06
0.56,Very Good,H,SI1,1286,91.51
0.56,Premium,H,SI1,1286,88.92
0.5,Good,G,SI1,1286,81.7
0.5,Ideal,G,SI1,1286,80.97
0.5,Very Good,G,SI1,1286,78.71
0.5,Good,G,SI1,1286,76.26
0.5,Premium,G,SI1,1286,78.5
0.5,Premium,F,SI1,1286,80.27
0.5,Premium,F,SI1,1286,80.73
0.53,Fair,E,SI1,1286,89.6
0.5,Premium,F,SI1,1286,83.6
0.5,Premium,E,SI2,1286,79.54
0.6,Premium,G,SI1,1286,96.47
0.59,Very Good,J,VS2,1287,95.56
0.58,Good,G,VS2,1287,95.09
0.58,Good,E,SI1,1287,95.94
0.56,Ideal,G,SI1,1287,90.61
0.56,Premium,G,SI1,1287,91.01
0.54,Ideal,G,SI2,1287,88.93
0.51,Ideal,G,SI1,1287,83.59
0.4,Good,F,VVS1,1287,66.07
0.52,Very Good,I,VVS2,1289,85.53
0.5,Very Good,E,SI1,1289,82.18
0.52,Good,H,VS2,1289,84.7
0.52,Very Good,D,SI2,1289,84.5
0.52,Very Good,H,VS2,1289,82.19
0.52,Good,H,VS2,1289,83.19
0.52,Very Good,D,SI2,1289,86.1
0.52,Ideal,D,SI2,1289,82.97
0.52,Very Good,D,SI2,1289,82.7
0.52,Good,H,VS2,1289,85.03
0.38,Ideal,D,VVS2,1289,62.37
0.38,Ideal,D,VVS2,1289,62.96
0.42,Ideal,G,IF,1289,69.95
0.42,Ideal,G,IF,1289,70.57
0.42,Ideal,G,IF,1289,69.49
0.42,Ideal,G,IF,1289,70.36
0.42,Ideal,G,IF,1289,70.28
0.42,Ideal,G,IF,1289,69.84
0.33,Ideal,E,IF,1289,54.53
0.39,Ideal,D,VVS2,1290,63.79
0.39,Premium,F,VVS1,1290,63.58
0.52,Ideal,E,SI2,1290,83.49
0.39,Premium,F,VVS1,1290,63.41
0.39,Premium,D,VVS2,1290,62.87
0.39,Premium,D,VVS2,1290,64.12
0.39,Premium,D,VVS2,1290,62.64
0.39,Premium,F,IF,1290,64.55
0.62,Premium,E,SI2,1291,100.11
0.43,Very Good,E,VVS2,1291,72.33
0.53,Very Good,F,SI1,1291,86.65
0.46,Ideal,D,VS2,1291,74.98
0.4,Ideal,E,VS1,1291,67.43
0.54,Ideal,H,SI1,1291,90.17
0.64,Very Good,H,SI2,1292,104.15
0.54,Good,F,SI1,1292,90.36
0.54,Good,G,SI1,1292,87.57
0.54,Very Good,G,SI1,1292,90.83
0.54,Ideal,G,SI1,1292,87.71
0.59,Ideal,H,SI2,1292,96.38
0.52,Ideal,D,SI2,1292,85.53
0.52,Ideal,D,SI2,1292,86.59
0.52,Ideal,D,SI2,1292,86.03
0.57,Ideal,H,SI1,1292,94.1
0.57,Ideal,H,SI1,1292,94.69
0.57,Ideal,H,SI1,1292,95.09
0.57,Ideal,H,SI1,1292,96.59
0.4,Ideal,F,IF,1292,64.72
0.37,Ideal,D,VVS1,1292,60.17
0.5,Very Good,E,SI1,1293,81.16
0.5,Very Good,E,SI1,1293,81.54
0.47,Good,E,VS1,1293,75.81
0.5,Good,E,SI1,1293,80.75
0.52,Good,D,SI2,1293,84.7
0.56,Fair,H,VS2,1293,94.46
0.46,Premium,E,VS1,1294,75.93
0.59,Good,I,VS2,1294,97.03
0.47,Good,E,VS2,1294,78.79
0.49,Good,F,VS1,1294,82.04
0.49,Good,F,VS1,1294,80.0
0.32,Premium,F,VVS1,1294,52.24
0.44,Premium,G,VVS1,1294,72.91
0.44,Ideal,G,VVS1,1294,72.07
0.44,Ideal,G,VVS1,1294,71.98
0.44,Ideal,D,VS1,1294,71.57
0.44,Ideal,D,VS1,1294,71.71
0.48,Premium,F,VS2,1294,82.31
0.48,Premium,F,VS2,1294,80.16
0.23,Very Good,E,VVS2,505,39.4
0.23,Very Good,E,VVS2,505,37.44
0.23,Very Good,E,VVS2,505,38.54
0.23,Very Good,E,VVS2,505,39.36
0.23,Very Good,E,VVS2,505,38.72
0.23,Very Good,E,VVS2,505,38.81
0.23,Very Good,D,VVS2,505,37.43
0.23,Very Good,F,VVS1,505,37.76
0.32,Very Good,G,SI1,505,52.06
0.23,Ideal,F,VVS1,505,38.28
0.36,Ideal,G,SI2,505,60.75
0.36,Ideal,G,SI2,505,60.67
0.36,Ideal,G,SI2,505,60.25
0.36,Ideal,G,SI2,505,60.24
0.36,Ideal,I,SI1,505,60.4
0.36,Ideal,I,SI1,505,60.09
0.23,Good,F,VVS2,505,38.25
0.25,Good,E,VVS2,505,40.78
0.23,Good,E,VVS2,505,37.49
0.32,Premium,H,VS2,505,51.99
0.32,Premium,H,VS2,505,51.22
0.32,Ideal,I,VS1,505,52.25
0.36,Very Good,H,SI1,505,58.35
0.32,Very Good,I,VS1,505,53.0
0.36,Good,E,SI2,505,59.44
0.32,Very Good,H,VS2,505,51.85
0.36,Ideal,H,SI1,505,59.28
0.32,Ideal,H,VS2,505,52.42
0.32,Premium,H,VS2,505,52.27
0.32,Very Good,H,VS2,505,53.43
0.51,Premium,E,SI2,1294,84.14
0.44,Ideal,D,VS1,1294,73.16
0.44,Ideal,D,VS1,1294,71.88
0.44,Ideal,D,VS1,1294,71.82
0.5,Very Good,F,SI1,1295,81.41
0.55,Very Good,D,SI2,1295,90.54
0.41,Premium,D,VVS2,1295,66.36
0.41,Ideal,F,VVS1,1295,67.35
0.41,Ideal,F,VVS1,1295,67.43
0.41,Ideal,F,VVS1,1295,67.12
0.41,Ideal,F,VVS1,1295,66.78
0.41,Ideal,F,VVS1,1295,67.74
0.41,Premium,F,VVS1,1295,66.16
0.41,Premium,F,VVS1,1295,66.47
0.41,Ideal,F,VVS1,1295,67.54
0.41,Premium,D,VVS2,1295,67.12
0.41,Ideal,F,VVS1,1295,68.35
0.41,Very Good,F,VVS1,1295,68.0
0.41,Ideal,F,VVS1,1295,68.23
0.41,Ideal,D,VVS2,1295,66.78
0.41,Ideal,D,VVS2,1295,67.35
0.41,Ideal,F,VVS1,1295,66.84
0.41,Very Good,D,VVS2,1295,67.74
0.41,Ideal,D,VVS2,1295,67.43
0.41,Ideal,F,VVS1,1295,67.63
0.41,Very Good,F,VVS1,1295,67.41
0.41,Ideal,F,VVS1,1295,67.79
0.58,Good,G,SI1,1295,95.02
0.41,Ideal,F,VVS1,1295,67.12
0.6,Ideal,I,SI1,1295,97.66
0.56,Ideal,E,SI2,1296,93.75
0.45,Premium,D,VS1,1297,74.35
0.45,Ideal,G,VVS1,1297,74.58
0.45,Ideal,G,VVS1,1297,73.64
0.62,Ideal,J,VS1,1297,102.22
0.55,Ideal,I,VS1,1297,88.83
0.56,Premium,E,SI2,1297,89.1
0.46,Ideal,D,VS2,1298,76.42
0.52,Very Good,F,SI1,1298,83.26
0.73,Very Good,G,I1,1298,120.6
0.43,Ideal,H,VVS1,1298,71.3
0.41,Good,E,VVS1,1298,66.35
0.42,Ideal,I,VVS2,1299,69.86
0.57,Ideal,F,SI1,1299,93.99
0.5,Good,E,VS2,1299,81.14
0.42,Ideal,H,VS1,1299,70.44
0.52,Ideal,E,SI2,1299,85.86
0.46,Ideal,H,SI1,1299,75.79
0.39,Premium,E,VVS1,1300,63.45
0.39,Premium,G,IF,1300,63.8
0.39,Ideal,E,VVS2,1300,64.33
0.39,Ideal,E,VVS2,1300,63.99
0.59,Ideal,I,VS2,1300,98.52
0.32,Ideal,E,IF,1300,52.63
0.38,Ideal,E,IF,1300,63.35
0.51,Very Good,I,VS1,1301,83.88
0.51,Ideal,I,VS1,1301,82.68
0.59,Very Good,F,SI2,1301,94.38
0.5,Very Good,H,VS2,1302,81.96
0.46,Premium,E,VS2,1302,76.32
0.61,Premium,F,SI2,1303,100.3
0.61,Good,I,VS2,1303,102.1
0.61,Ideal,F,SI2,1303,98.63
0.53,Ideal,E,SI1,1303,87.53
0.52,Premium,E,SI1,1303,85.6
0.35,Ideal,D,VVS1,1303,59.59
0.51,Very Good,E,SI1,1304,82.74
0.51,Very Good,E,SI1,1304,83.38
0.51,Good,E,SI1,1304,82.51
0.56,Premium,G,SI1,1304,90.75
0.51,Fair,D,SI1,1304,82.99
0.54,Ideal,I,VS1,1304,89.26
0.57,Ideal,H,SI1,1304,93.82
0.5,Ideal,F,SI1,1304,82.19
0.41,Ideal,F,IF,1304,68.71
0.43,Ideal,H,IF,1304,71.18
0.43,Ideal,E,VVS2,1304,70.95
0.43,Premium,E,VVS2,1304,71.7
0.51,Very Good,E,SI1,1305,83.0
0.59,Ideal,E,SI2,1305,95.42
0.71,Premium,J,SI2,1305,115.49
0.6,Fair,G,SI1,1305,93.61
0.5,Ideal,F,SI2,1305,82.35
0.5,Very Good,D,SI2,1306,83.02
0.46,Ideal,G,VVS2,1306,75.86
0.5,Ideal,H,VS2,1306,84.15
0.61,Ideal,G,SI2,1306,102.81
0.6,Good,J,VS1,1306,99.87
0.6,Good,F,SI2,1306,95.56
0.52,Premium,G,SI1,1306,84.42
0.53,Very Good,D,SI2,1307,86.93
0.42,Ideal,E,VVS1,1307,69.97
0.54,Ideal,F,SI1,1307,89.09
0.46,Good,F,VVS1,1307,73.34
0.58,Premium,G,SI2,1307,95.23
0.53,Premium,E,SI1,1307,88.55
0.61,Premium,D,SI2,1308,97.95
0.51,Very Good,F,SI1,1308,82.16
0.51,Premium,F,SI1,1308,83.55
0.51,Good,F,SI1,1308,82.61
0.43,Ideal,E,VVS2,1308,69.23
0.57,Ideal,F,SI2,1308,96.31
0.53,Ideal,G,SI1,1308,86.83
0.53,Ideal,G,SI1,1308,86.6
0.61,Premium,I,VS2,1308,101.08
0.57,Very Good,H,SI1,1309,93.47
0.57,Premium,H,SI1,1309,94.94
0.52,Very Good,I,VS1,1310,85.72
0.42,Ideal,H,VVS1,1310,70.97
0.42,Ideal,G,IF,1310,68.95
0.31,Ideal,D,IF,1310,52.2
0.54,Good,D,SI1,1310,88.54
0.48,Very Good,F,VS2,1311,79.85
0.45,Very Good,D,VS2,1311,71.36
0.52,Very Good,G,SI1,1311,83.91
0.52,Very Good,G,SI1,1311,86.32
0.66,Very Good,F,SI2,1311,109.99
0.54,Very Good,F,SI2,1311,88.14
0.33,Ideal,E,VVS1,1312,54.33
0.35,Ideal,F,IF,1312,59.12
0.51,Premium,G,SI1,1312,82.64
0.51,Premium,G,SI1,1312,82.71
0.51,Good,G,SI1,1312,81.7
0.51,Ideal,G,SI1,1312,84.24
0.51,Good,F,SI1,1312,84.11
0.51,Very Good,F,SI1,1312,83.16
0.51,Good,F,SI1,1312,82.7
0.51,Ideal,H,VS2,1312,85.99
0.41,Very Good,F,IF,1313,66.89
0.55,Ideal,F,SI2,1313,90.66
0.57,Ideal,G,VS2,1313,94.82
0.54,Very Good,F,SI1,1314,87.86
0.53,Ideal,H,VS2,1314,86.33
0.46,Premium,G,VVS2,1314,75.49
0.53,Ideal,D,SI2,1314,88.93
0.53,Ideal,D,SI2,1314,87.84
0.53,Ideal,D,SI2,1314,87.8
0.53,Very Good,D,SI2,1314,85.93
0.53,Ideal,H,VS2,1314,86.5
0.43,Ideal,D,VS2,1314,70.39
0.55,Ideal,H,SI1,1314,92.03
0.54,Ideal,G,SI1,1314,88.83
0.5,Premium,E,SI1,1314,81.32
0.55,Premium,I,VS2,1314,92.83
0.51,Very Good,E,SI1,1315,85.43
0.57,Very Good,E,SI2,1315,92.61
0.42,Good,D,VS1,1315,70.54
0.53,Ideal,E,SI2,1315,86.65
0.53,Good,I,VS1,1315,87.79
0.51,Ideal,I,VVS2,1316,83.13
0.5,Good,E,SI1,1316,79.57
0.5,Good,E,SI1,1316,82.86
0.5,Ideal,E,SI1,1316,81.55
0.5,Ideal,E,SI1,1316,82.25
0.5,Good,E,SI1,1316,81.54
0.55,Very Good,F,SI1,1316,89.66
0.5,Premium,E,SI1,1316,82.97
0.5,Good,G,VS2,1316,82.13
0.5,Premium,E,SI1,1316,81.29
0.5,Good,E,SI1,1316,81.19
0.5,Very Good,E,SI1,1316,81.67
0.55,Ideal,F,SI1,1316,89.13
0.5,Very Good,E,SI1,1316,80.79
0.5,Good,E,SI1,1316,79.57
0.5,Very Good,E,SI1,1316,80.36
0.55,Premium,G,SI1,1316,88.92
0.5,Premium,E,SI1,1316,83.62
0.52,Ideal,I,VVS2,1316,84.7
0.55,Very Good,G,SI1,1316,89.78
0.66,Ideal,J,VS2,1316,110.23
0.53,Ideal,D,SI2,1316,87.91
0.54,Very Good,I,VS2,1317,87.44
0.5,Very Good,I,VS1,1317,83.48
0.5,Ideal,F,SI1,1317,81.73
0.5,Ideal,E,SI1,1317,83.32
0.51,Very Good,E,SI1,1318,82.45
0.51,Very Good,E,SI1,1318,84.68
0.5,Very Good,D,SI1,1318,83.16
0.43,Ideal,G,IF,1318,71.13
0.43,Ideal,G,IF,1318,71.42
0.43,Ideal,G,IF,1318,71.2
0.43,Ideal,G,IF,1318,71.77
0.59,Good,F,SI1,1318,97.72
0.38,Good,E,IF,1318,63.53
0.53,Premium,D,SI2,1318,87.09
0.53,Good,D,SI2,1318,85.72
0.47,Ideal,D,VS2,1319,77.81
0.55,Ideal,H,SI1,1319,88.89
0.52,Ideal,G,SI1,1319,86.23
0.31,Ideal,E,IF,1319,51.1
0.44,Ideal,F,VVS1,1319,71.44
0.59,Premium,F,SI2,1319,94.92
0.52,Very Good,H,VS1,1320,88.31
0.47,Very Good,E,VS2,1320,75.25
0.48,Very Good,E,VS2,1320,79.43
0.51,Very Good,F,SI1,1320,84.34
0.53,Very Good,F,SI1,1320,85.0
0.54,Very Good,E,SI1,1320,87.16
0.52,Ideal,D,SI2,1320,87.15
